symbol,date,quarter,positive_score,negative_score,neutral_score,polarity,sentiment_confidence,optimism_ratio,caution_ratio,transcript_length,word_complexity,price_volatility,prev_quarter_movement,label
CINF,2022-11-01,2022-Q3,0.0789,0.0371,0.884,0.0419,0.8469,0.7222,0.2778,3207,5.9401,0.3325,-15.9396,0
LVS,2022-07-20,2022-Q2,0.0669,0.0258,0.9073,0.0411,0.8815,0.6667,0.3333,3242,5.545,0.49,1.1022,1
NCLH,2021-08-06,2021-Q2,0.0787,0.0258,0.8956,0.0529,0.8698,0.875,0.125,4510,6.0654,0.6533,-11.3177,1
GIS,2022-06-29,2022-Q4,0.0511,0.0442,0.9047,0.007,0.8605,0.6333,0.3667,2745,5.6645,0.178,6.4311,1
ALLE,2019-10-24,2019-Q3,0.1441,0.0279,0.828,0.1161,0.8001,0.8182,0.1818,3107,6.2922,0.1669,,1
WDC,2022-01-27,2022-Q2,0.0652,0.0942,0.8407,-0.029,0.7755,0.6102,0.3898,4096,5.9546,0.3799,4.5138,0
OXY,2022-11-09,2022-Q3,0.1019,0.0277,0.8703,0.0742,0.8426,0.8636,0.1364,4077,6.0591,0.393,-7.9565,0
A,2020-02-18,2020-Q1,0.0899,0.0281,0.8819,0.0618,0.8538,0.8095,0.1905,4845,5.8671,0.2111,,1
MTCH,2021-05-05,2021-Q1,0.0816,0.024,0.8943,0.0576,0.8703,0.75,0.25,3559,5.9033,0.361,8.9414,0
INTU,2021-02-23,2021-Q2,0.0823,0.0267,0.891,0.0556,0.8643,0.7708,0.2292,4845,5.9585,0.3044,-0.94,0
EQT,2021-07-29,2021-Q2,0.0738,0.0282,0.898,0.0456,0.8698,0.8049,0.1951,3773,5.8343,0.4864,5.9747,0
NKE,2021-09-23,2022-Q1,0.1004,0.0344,0.8652,0.066,0.8308,0.7927,0.2073,4539,6.1679,0.1646,19.8877,0
URI,2021-01-28,2020-Q4,0.0643,0.0386,0.8971,0.0257,0.8585,0.7857,0.2143,4207,5.7968,0.4345,,0
HUBB,2022-07-26,2022-Q2,0.0686,0.0279,0.9035,0.0406,0.8756,0.6923,0.3077,3477,5.9037,0.3144,3.1795,1
OKE,2022-11-02,2022-Q3,0.0752,0.0299,0.895,0.0453,0.8651,0.8276,0.1724,2243,6.0834,0.3486,8.68,1
FTV,2021-10-28,2021-Q3,0.1383,0.0253,0.8364,0.113,0.8111,0.8701,0.1299,5363,5.9817,0.1586,8.1195,1
FITB,2021-01-21,2020-Q4,0.1063,0.0386,0.8551,0.0677,0.8165,0.7101,0.2899,4431,6.2571,0.4138,,0
C,2022-01-14,2021-Q4,0.0985,0.0261,0.8754,0.0725,0.8493,0.746,0.254,6291,5.8251,0.2503,0.1116,0
TTWO,2022-08-08,2023-Q1,0.0615,0.0323,0.9063,0.0292,0.874,0.7442,0.2558,4158,6.2042,0.2576,5.6309,0
LMT,2021-10-26,2021-Q3,0.0777,0.0244,0.8979,0.0533,0.8735,0.6964,0.3036,5173,6.1686,0.1206,-2.3899,0
BKNG,2022-05-04,2022-Q1,0.0804,0.0711,0.8485,0.0094,0.7774,0.6935,0.3065,4369,5.8679,0.3716,-13.7387,0
MHK,2020-05-05,2020-Q1,0.0549,0.1008,0.8443,-0.0459,0.7894,0.3478,0.6522,5030,6.0696,1.0864,2.4016,0
ECL,2019-07-30,2019-Q2,0.0683,0.0237,0.908,0.0446,0.8843,0.7949,0.2051,3811,5.8168,0.1804,,1
KR,2022-06-16,2022-Q1,0.0786,0.0303,0.8911,0.0484,0.8608,0.7541,0.2459,4219,6.0251,0.3629,19.0385,0
KLAC,2021-07-29,2021-Q4,0.0897,0.0192,0.8911,0.0704,0.8719,0.9344,0.0656,4266,6.1641,0.3283,-8.2994,1
GE,2021-10-26,2021-Q3,0.0869,0.0379,0.8752,0.0491,0.8373,0.8,0.2,5020,6.1562,0.2592,0.2322,0
VICI,2022-02-24,2021-Q4,0.0672,0.0223,0.9106,0.0449,0.8883,0.8387,0.1613,4485,5.8751,0.2312,-2.19,1
MA,2022-07-28,2022-Q2,0.0965,0.021,0.8826,0.0755,0.8616,0.8302,0.1698,4238,6.1048,0.256,0.9,0
ATO,2022-08-04,2022-Q3,0.0568,0.028,0.9152,0.0287,0.8872,0.8125,0.1875,1541,6.1486,0.2371,1.208,0
NDAQ,2021-10-20,2021-Q3,0.1109,0.0199,0.8692,0.091,0.8493,0.8627,0.1373,3940,6.3335,0.2093,5.32,0
XOM,2022-07-29,2022-Q2,0.0846,0.0246,0.8908,0.06,0.8662,0.8367,0.1633,4448,6.0047,0.3487,11.4352,0
QRVO,2019-10-31,2020-Q2,0.0722,0.0314,0.8964,0.0408,0.865,0.8333,0.1667,3590,5.9139,0.2978,-6.08,1
ADI,2021-11-23,2021-Q4,0.0996,0.0222,0.8781,0.0774,0.8559,0.8421,0.1579,3115,6.2478,0.2357,-0.8418,0
CCL,2021-01-11,2020-Q4,0.0685,0.0264,0.9051,0.042,0.8787,0.8065,0.1935,3596,6.0328,0.4674,19.9726,1
UPS,2021-04-27,2021-Q1,0.1379,0.0226,0.8395,0.1153,0.8169,0.9123,0.0877,3608,6.0793,0.1724,5.2,1
JNJ,2021-10-19,2021-Q3,0.09,0.0941,0.816,-0.0041,0.726,0.7703,0.2297,4103,6.5077,0.1127,2.99,1
NKE,2022-09-29,2023-Q1,0.0927,0.0331,0.8742,0.0596,0.8411,0.8312,0.1688,4832,6.2405,0.3588,-10.3888,0
LYB,2020-10-30,2020-Q3,0.103,0.0618,0.8352,0.0412,0.7734,0.6552,0.3448,4472,6.3312,0.4212,-2.5895,0
CPT,2022-10-28,2022-Q3,0.0554,0.0382,0.9064,0.0172,0.8682,0.5366,0.4634,4657,5.7318,0.3463,0.963,0
BKNG,2022-11-02,2022-Q3,0.0877,0.0333,0.879,0.0544,0.8457,0.7778,0.2222,4404,5.8801,0.3539,2.5767,0
NTAP,2019-11-13,2020-Q2,0.0836,0.0361,0.8803,0.0475,0.8442,0.8333,0.1667,4292,6.0664,0.2598,1.9519,1
NTRS,2021-01-21,2020-Q4,0.0694,0.031,0.8996,0.0384,0.8686,0.7719,0.2281,6204,5.9078,0.2823,,0
GILD,2022-10-27,2022-Q3,0.0831,0.0244,0.8925,0.0586,0.8681,0.9118,0.0882,4498,6.3815,0.2495,2.5,1
NXPI,2021-02-02,2020-Q4,0.0756,0.038,0.8864,0.0376,0.8484,0.6923,0.3077,3476,6.0181,0.365,,1
TFC,2021-10-15,2021-Q3,0.0941,0.0369,0.869,0.0571,0.8321,0.7377,0.2623,4417,6.1933,0.2892,-2.7518,1
WRB,2021-07-22,2021-Q2,0.0545,0.0368,0.9087,0.0177,0.8719,0.72,0.28,2778,5.9413,0.2605,0.743,0
GWW,2021-07-30,2021-Q2,0.0774,0.0571,0.8654,0.0203,0.8083,0.8039,0.1961,4119,5.9692,0.1934,8.7971,0
SBAC,2020-11-02,2020-Q3,0.1189,0.0296,0.8514,0.0893,0.8218,0.7955,0.2045,4284,5.9416,0.2333,-0.08,0
CMI,2020-07-28,2020-Q2,0.1292,0.0826,0.7882,0.0466,0.7056,0.4737,0.5263,3932,5.9967,0.2749,,1
WST,2021-04-29,2021-Q1,0.0701,0.0255,0.9044,0.0446,0.8789,1.0,0.0,1792,6.2009,0.2087,-7.21,1
CI,2021-08-05,2021-Q2,0.0859,0.0237,0.8904,0.0622,0.8667,0.7432,0.2568,5387,6.4037,0.1841,-0.3006,0
MTD,2021-05-06,2021-Q1,0.0845,0.0209,0.8946,0.0636,0.8737,0.9219,0.0781,4717,6.1151,0.2265,2.17,0
AKAM,2021-11-02,2021-Q3,0.0847,0.0247,0.8906,0.0601,0.8659,0.8444,0.1556,3878,5.8571,0.192,-3.6417,0
PHM,2021-04-27,2021-Q1,0.0863,0.0261,0.8876,0.0602,0.8615,0.8723,0.1277,4470,5.8248,0.2889,-6.1453,1
UNH,2021-01-20,2020-Q4,0.0912,0.0204,0.8884,0.0709,0.868,0.9706,0.0294,3336,6.2026,0.2131,,0
BA,2022-04-27,2022-Q1,0.0645,0.033,0.9025,0.0315,0.8695,0.7647,0.2353,4108,5.9942,0.306,-1.9393,0
SHW,2021-07-27,2021-Q2,0.0985,0.0291,0.8724,0.0694,0.8433,0.7528,0.2472,6752,6.0745,0.1345,1.6064,1
LMT,2022-01-25,2021-Q4,0.0702,0.0262,0.9035,0.044,0.8773,0.82,0.18,4194,6.1428,0.1416,-11.6945,1
KMB,2020-04-22,2020-Q1,0.0918,0.028,0.8801,0.0638,0.8521,0.7467,0.2533,5739,5.9913,0.5757,,0
GD,2021-07-28,2021-Q2,0.0751,0.0358,0.8891,0.0393,0.8533,0.6875,0.3125,2900,6.0941,0.185,3.51,1
IBM,2021-10-20,2021-Q3,0.0728,0.0297,0.8975,0.043,0.8678,0.8088,0.1912,4208,6.1504,0.1859,1.7567,0
ETSY,2021-11-03,2021-Q3,0.1106,0.0225,0.8669,0.088,0.8444,0.8226,0.1774,4793,6.0204,0.424,-3.0653,1
EFX,2020-10-22,2020-Q3,0.1743,0.053,0.7727,0.1213,0.7197,0.848,0.152,6299,6.6171,0.2256,,0
ROL,2022-07-27,2022-Q2,0.1336,0.0222,0.8442,0.1114,0.822,0.9268,0.0732,2257,6.0673,0.266,-0.5988,1
T,2023-01-25,2022-Q4,0.1196,0.0222,0.8582,0.0973,0.836,0.9118,0.0882,4966,5.9795,0.1881,15.5454,1
BBY,2019-08-29,2020-Q2,0.0825,0.0258,0.8917,0.0567,0.8659,0.8571,0.1429,4851,5.9081,0.5604,-5.0,0
NVDA,2019-11-14,2019-Q3,0.0707,0.0242,0.9051,0.0465,0.8809,0.7308,0.2692,3549,6.1141,0.293,10.8419,0
ORCL,2022-09-12,2023-Q1,0.0572,0.0407,0.9021,0.0165,0.8614,0.6522,0.3478,2814,6.0654,0.1999,0.86,0
FTV,2019-10-24,2019-Q3,0.0977,0.0513,0.8509,0.0464,0.7996,0.7,0.3,4005,5.8719,0.2707,,0
BG,2019-07-31,2019-Q2,0.0556,0.0754,0.8691,-0.0198,0.8135,0.5455,0.4545,3156,5.9297,0.1248,,1
DOC,2021-08-04,2021-Q2,0.0752,0.0245,0.9002,0.0507,0.8757,0.8462,0.1538,3228,6.1614,0.1764,-0.9888,0
EIX,2021-02-25,2020-Q4,0.0747,0.0245,0.9008,0.0502,0.8763,0.7742,0.2258,3407,6.1227,0.22,-3.6948,0
WFC,2022-10-14,2022-Q3,0.0861,0.1086,0.8053,-0.0226,0.7192,0.4521,0.5479,4940,5.9496,0.3453,7.8788,1
VRSK,2021-08-04,2021-Q2,0.0895,0.0241,0.8864,0.0653,0.8623,0.8103,0.1897,5682,6.2587,0.1537,-4.768,0
SJM,2019-11-22,2020-Q2,0.0678,0.1025,0.8298,-0.0347,0.762,0.5962,0.4038,4067,6.0401,0.1535,,1
SWKS,2020-01-23,2020-Q1,0.0636,0.0212,0.9153,0.0424,0.8941,0.9143,0.0857,3501,5.9503,0.2409,,0
V,2022-04-26,2022-Q2,0.1149,0.0261,0.859,0.0888,0.8329,0.8861,0.1139,4760,6.0945,0.2659,15.1152,1
EA,2021-08-04,2022-Q1,0.0619,0.0224,0.9157,0.0395,0.8933,0.9429,0.0571,4063,5.7677,0.1582,-1.44,0
ETN,2020-02-04,2019-Q4,0.0692,0.0358,0.895,0.0335,0.8592,0.7917,0.2083,4179,6.0014,0.203,,1
FFIV,2022-01-25,2022-Q1,0.0588,0.0411,0.9001,0.0177,0.859,0.6531,0.3469,3998,6.0483,0.3316,1.378,0
BMY,2021-07-28,2021-Q2,0.1156,0.0247,0.8597,0.0908,0.835,0.9524,0.0476,4258,6.143,0.1168,-2.9443,1
ENPH,2021-10-26,2021-Q3,0.0689,0.0318,0.8993,0.037,0.8675,0.7963,0.2037,5277,6.0087,0.4856,7.3127,1
GEN,2021-05-11,2021-Q4,0.0674,0.0212,0.9114,0.0462,0.8902,1.0,0.0,5130,5.8236,0.2114,2.7985,1
WEC,2021-11-02,2021-Q3,0.0753,0.0248,0.8999,0.0505,0.8751,0.9474,0.0526,3801,5.9516,0.1772,1.7,0
IFF,2020-11-10,2020-Q3,0.0804,0.0354,0.8842,0.045,0.8488,0.7097,0.2903,4342,6.099,0.2953,-5.653,0
AVB,2020-07-30,2020-Q2,0.0469,0.0625,0.8907,-0.0156,0.8438,0.3659,0.6341,5228,5.8254,0.2613,-3.4927,1
NOC,2021-04-29,2021-Q1,0.1523,0.0275,0.8201,0.1248,0.7926,0.9265,0.0735,3632,6.2665,0.1351,0.22,1
OXY,2022-08-03,2022-Q2,0.0888,0.0244,0.8868,0.0644,0.8624,0.8806,0.1194,4486,6.0027,0.4339,17.0816,0
MET,2021-05-06,2021-Q1,0.0858,0.0242,0.89,0.0616,0.8658,0.8571,0.1429,3827,6.2135,0.1926,13.3316,1
AVY,2020-07-27,2020-Q2,0.0727,0.1099,0.8174,-0.0372,0.7447,0.5972,0.4028,4476,6.055,0.2776,4.3637,0
ANET,2022-10-31,2022-Q3,0.0639,0.0317,0.9044,0.0322,0.8727,0.6522,0.3478,4495,5.8167,0.5582,8.617,1
KMX,2020-09-24,2021-Q2,0.0768,0.0268,0.8964,0.0499,0.8696,0.8,0.2,3935,5.9118,0.2407,0.56,0
GM,2020-05-06,2020-Q1,0.0723,0.0349,0.8928,0.0374,0.8579,0.75,0.25,4393,6.15,0.8201,,1
AMD,2022-11-01,2022-Q3,0.0752,0.0429,0.8819,0.0323,0.839,0.6935,0.3065,4145,5.9016,0.6571,5.714,1
LH,2021-04-30,2021-Q1,0.1412,0.0258,0.833,0.1153,0.8072,0.8033,0.1967,4287,6.0254,0.1282,4.6024,1
ROP,2019-10-24,2019-Q3,0.0642,0.0395,0.8963,0.0247,0.8568,0.8776,0.1224,3383,6.1437,0.1989,,1
CSGP,2021-02-23,2020-Q4,0.1259,0.0242,0.8499,0.1017,0.8257,0.8646,0.1354,6144,6.3324,0.2661,,0
DLTR,2021-05-27,2021-Q1,0.1074,0.0325,0.8601,0.0749,0.8276,0.7705,0.2295,4600,5.9626,0.1826,8.9086,0
EQT,2021-02-17,2020-Q4,0.0835,0.0212,0.8953,0.0623,0.8741,0.8,0.2,4160,6.005,0.55,,1
MCO,2021-07-28,2021-Q2,0.0789,0.0349,0.8862,0.044,0.8513,0.7952,0.2048,6688,6.1417,0.1273,1.24,1
CLX,2021-04-30,2021-Q3,0.0779,0.0272,0.8949,0.0507,0.8677,0.7386,0.2614,6449,6.0332,0.2106,-10.7942,0
BBY,2021-11-23,2022-Q3,0.0906,0.0433,0.8661,0.0473,0.8228,0.875,0.125,4698,6.1679,0.2304,4.7611,0
ZBRA,2020-02-13,2019-Q4,0.1052,0.0257,0.8691,0.0795,0.8434,0.8431,0.1569,3880,6.1652,0.2494,6.81,0
TDG,2021-11-16,2021-Q4,0.0744,0.0318,0.8938,0.0425,0.862,0.7174,0.2826,3930,6.0644,0.2797,-3.5863,0
MCO,2021-02-12,2020-Q4,0.0813,0.0301,0.8887,0.0512,0.8586,0.7949,0.2051,6049,6.105,0.2525,0.7906,0
CB,2021-02-03,2020-Q4,0.0682,0.0362,0.8956,0.032,0.8594,0.6905,0.3095,3453,6.1651,0.2877,,1
LHX,2021-01-29,2020-Q4,0.0837,0.0253,0.891,0.0584,0.8657,0.9667,0.0333,4247,6.021,0.261,,1
VRSK,2021-05-05,2021-Q1,0.0644,0.0306,0.9051,0.0338,0.8745,0.75,0.25,5319,6.4636,0.1182,-10.3093,0
EFX,2021-07-22,2021-Q2,0.1344,0.0268,0.8387,0.1076,0.8119,0.9052,0.0948,6636,6.1924,0.2159,23.6,1
IDXX,2021-07-30,2021-Q2,0.191,0.0199,0.7891,0.1712,0.7692,0.9419,0.0581,4696,6.3005,0.1583,-1.022,1
ODFL,2022-04-27,2022-Q1,0.1274,0.0296,0.843,0.0978,0.8134,0.8857,0.1143,5124,5.7826,0.3897,1.3116,1
TSLA,2019-10-23,2019-Q3,0.0672,0.0244,0.9084,0.0427,0.884,0.8,0.2,4449,5.9016,0.4279,,1
FFIV,2021-04-27,2021-Q2,0.0718,0.0254,0.9028,0.0464,0.8774,0.881,0.119,4118,6.3184,0.2298,-5.4524,0
DAL,2021-04-15,2021-Q1,0.0857,0.0327,0.8817,0.053,0.849,0.8406,0.1594,5943,5.9473,0.3761,2.2837,0
BX,2023-01-26,2022-Q4,0.1017,0.0332,0.8651,0.0686,0.8319,0.8133,0.1867,4824,6.2386,0.394,3.7629,1
HAS,2019-07-23,2019-Q2,0.0732,0.0351,0.8917,0.0381,0.8566,0.7971,0.2029,5033,5.9692,0.1466,,1
ORCL,2021-09-13,2022-Q1,0.0596,0.0313,0.909,0.0283,0.8777,0.7857,0.2143,2008,5.9492,0.1102,-7.7342,0
ABBV,2022-04-29,2022-Q1,0.1022,0.0226,0.8752,0.0796,0.8526,0.8684,0.1316,5056,6.1723,0.2894,4.1201,0
BMY,2020-05-07,2020-Q1,0.0816,0.0233,0.8951,0.0582,0.8718,0.8864,0.1136,4526,6.2101,0.2429,,1
VTR,2021-02-18,2020-Q4,0.0754,0.0352,0.8895,0.0402,0.8543,0.7714,0.2286,5676,6.126,0.2872,0.03,1
ITW,2021-10-28,2021-Q3,0.0686,0.0244,0.9069,0.0442,0.8825,0.7941,0.2059,3050,5.9174,0.1939,-0.0571,1
FOXA,2021-05-05,2021-Q3,0.0804,0.0955,0.824,-0.0151,0.7436,0.85,0.15,3189,6.2697,0.1713,-3.05,1
KR,2021-06-17,2021-Q1,0.0755,0.0261,0.8984,0.0494,0.8723,0.8889,0.1111,4228,5.8825,0.1694,4.7735,1
QRVO,2021-11-03,2021-Q3,0.1024,0.0463,0.8514,0.0561,0.8051,0.78,0.22,3923,5.9796,0.2378,0.655,0
MTCH,2021-02-03,2020-Q4,0.093,0.0208,0.8862,0.0722,0.8654,0.7949,0.2051,3101,5.8878,0.4392,,1
BAC,2021-04-15,2021-Q1,0.0932,0.0305,0.8763,0.0628,0.8458,0.7375,0.2625,5840,5.7733,0.2373,-3.72,0
LOW,2021-05-19,2021-Q1,0.1262,0.029,0.8449,0.0972,0.8159,0.8889,0.1111,4465,6.1718,0.2929,-6.07,0
TMUS,2021-11-02,2021-Q3,0.0735,0.0206,0.9059,0.0529,0.8853,0.9423,0.0577,5417,5.6795,0.2448,-0.3242,1
ALB,2022-05-05,2022-Q1,0.0781,0.0386,0.8833,0.0396,0.8447,0.8,0.2,3755,6.0663,0.4059,-15.737,1
D,2022-02-11,2021-Q4,0.0746,0.0266,0.8988,0.0479,0.8722,0.9394,0.0606,3293,6.2299,0.1362,0.2517,0
LH,2021-10-28,2021-Q3,0.1035,0.0725,0.824,0.031,0.7515,0.6829,0.3171,3786,6.0943,0.1851,6.752,1
TMUS,2021-05-04,2021-Q1,0.081,0.0204,0.8986,0.0606,0.8782,0.9032,0.0968,5987,5.7523,0.1821,-3.09,1
SBUX,2022-05-03,2022-Q2,0.0693,0.0431,0.8876,0.0262,0.8445,0.8235,0.1765,5589,6.2734,0.2721,-3.3767,1
EVRG,2020-11-05,2020-Q3,0.0792,0.0559,0.8648,0.0233,0.8089,0.825,0.175,3175,6.1458,0.1801,-13.75,0
DHI,2021-11-09,2021-Q4,0.0813,0.0305,0.8882,0.0507,0.8577,0.75,0.25,4735,6.057,0.1952,7.3165,1
COR,2021-10-28,2021-Q3,0.0692,0.0224,0.9085,0.0468,0.8861,0.8837,0.1163,4546,5.8869,0.2107,5.1115,1
GLW,2021-10-26,2021-Q3,0.1116,0.0287,0.8597,0.0829,0.831,0.7879,0.2121,3895,5.9928,0.1962,1.9484,0
ZTS,2022-02-15,2021-Q4,0.1362,0.0197,0.844,0.1165,0.8243,0.859,0.141,4606,6.3747,0.2541,2.1598,0
LKQ,2020-02-20,2019-Q4,0.0991,0.0482,0.8527,0.0509,0.8045,0.7838,0.2162,4157,6.2677,0.2319,12.6934,1
IFF,2020-05-12,2020-Q1,0.076,0.0276,0.8964,0.0483,0.8688,0.7778,0.2222,4116,6.4475,0.4868,,0
ADSK,2022-05-26,2023-Q1,0.0827,0.0264,0.8909,0.0564,0.8645,0.9318,0.0682,4194,6.3746,0.5779,-0.7651,1
MO,2022-10-27,2022-Q3,0.1374,0.0355,0.8271,0.1018,0.7916,0.7647,0.2353,3797,6.3305,0.2819,0.0,1
ALGN,2021-04-28,2021-Q1,0.1365,0.0251,0.8384,0.1114,0.8133,0.8438,0.1562,5646,6.3158,0.2637,10.94,0
GM,2022-07-26,2022-Q2,0.0848,0.0221,0.8931,0.0626,0.871,0.8125,0.1875,4680,5.815,0.4533,-4.7966,1
CPB,2020-03-04,2020-Q2,0.121,0.0333,0.8457,0.0878,0.8124,0.8026,0.1974,4516,6.116,0.2833,2.3335,1
RF,2021-07-23,2021-Q2,0.0778,0.0357,0.8864,0.0421,0.8507,0.6667,0.3333,3943,6.1055,0.3782,7.05,1
IEX,2020-07-24,2020-Q2,0.0601,0.0478,0.8921,0.0123,0.8443,0.4464,0.5536,4504,5.819,0.245,,0
EW,2022-04-26,2022-Q1,0.1139,0.028,0.8581,0.0859,0.8301,0.8529,0.1471,4141,5.9696,0.4262,-1.2658,0
DVA,2022-05-05,2022-Q1,0.1247,0.0561,0.8192,0.0686,0.7631,0.48,0.52,2138,5.9537,0.4004,7.2379,1
SJM,2021-02-25,2021-Q3,0.0805,0.1778,0.7417,-0.0973,0.6612,0.7302,0.2698,3442,6.224,0.3914,5.8943,0
BALL,2020-05-07,2020-Q1,0.0601,0.0279,0.912,0.0322,0.8841,0.7612,0.2388,5932,6.0008,0.4136,4.7067,0
BRO,2021-01-26,2020-Q4,0.0694,0.033,0.8976,0.0363,0.8646,0.8214,0.1786,5089,6.0029,0.2088,-6.6108,0
KHC,2019-08-08,2019-Q1,0.0623,0.0345,0.9032,0.0277,0.8687,0.5581,0.4419,4104,6.0419,0.2297,,0
F,2020-07-30,2020-Q2,0.0769,0.0348,0.8883,0.042,0.8535,0.7571,0.2429,4830,5.9538,0.3908,-9.6882,0
WELL,2021-02-10,2020-Q4,0.0602,0.045,0.8948,0.0151,0.8498,0.5424,0.4576,5668,5.9644,0.3676,,1
GLW,2021-01-27,2020-Q4,0.0988,0.022,0.8793,0.0768,0.8573,0.9231,0.0769,3865,6.0512,0.2512,,0
HIG,2021-10-29,2021-Q3,0.0958,0.0405,0.8637,0.0553,0.8232,0.8395,0.1605,4784,6.2059,0.1769,5.3,0
DHI,2022-02-02,2022-Q1,0.0725,0.0285,0.899,0.044,0.8705,0.8704,0.1296,4559,5.8414,0.4287,5.4681,0
RF,2022-10-21,2022-Q3,0.0938,0.0554,0.8508,0.0384,0.7954,0.6458,0.3542,3375,5.992,0.3859,5.6387,0
RSG,2021-05-05,2021-Q1,0.0922,0.0247,0.8831,0.0675,0.8584,0.8205,0.1795,4234,5.8004,0.1122,-1.6558,1
EQIX,2021-11-03,2021-Q3,0.0848,0.0229,0.8923,0.0619,0.8694,0.8947,0.1053,4660,5.973,0.234,-0.83,0
CVX,2022-10-28,2022-Q3,0.0907,0.0252,0.8841,0.0655,0.8589,0.7959,0.2041,3921,5.7001,0.3536,5.46,1
PCG,2021-07-29,2021-Q2,0.0523,0.024,0.9237,0.0283,0.8997,0.8,0.2,4360,5.9023,0.3652,4.8148,1
LIN,2019-11-12,2019-Q3,0.1054,0.0488,0.8458,0.0566,0.797,0.6604,0.3396,3738,5.9347,0.1492,3.6031,1
INTC,2021-07-22,2021-Q2,0.0942,0.0292,0.8767,0.065,0.8475,0.9,0.1,3805,6.0216,0.2014,-8.8952,0
ODFL,2021-10-27,2021-Q3,0.0821,0.0253,0.8926,0.0567,0.8673,0.8209,0.1791,5225,5.7856,0.2425,3.0953,1
ROP,2022-02-02,2021-Q4,0.0876,0.0261,0.8863,0.0614,0.8602,0.7937,0.2063,3512,5.9587,0.2157,1.4891,1
NEE,2022-10-28,2022-Q3,0.1353,0.0252,0.8394,0.1101,0.8142,0.8689,0.1311,4139,6.3324,0.3802,1.8371,1
AFL,2021-04-29,2021-Q1,0.0643,0.0356,0.9001,0.0287,0.8645,0.7143,0.2857,4252,6.258,0.1397,1.4,1
COO,2022-06-02,2022-Q2,0.0788,0.0308,0.8904,0.048,0.8596,0.8167,0.1833,4408,5.6974,0.415,-6.9996,0
FFIV,2022-04-26,2022-Q2,0.0553,0.0507,0.894,0.0046,0.8433,0.5429,0.4571,3399,6.0959,0.2708,-11.9822,0
DLR,2022-04-28,2022-Q1,0.0776,0.021,0.9014,0.0566,0.8804,0.8333,0.1667,4457,6.0298,0.2642,-0.1,0
WELL,2022-05-11,2022-Q1,0.0854,0.0271,0.8875,0.0583,0.8604,0.7358,0.2642,4929,6.0164,0.1967,4.0,1
BSX,2021-04-28,2021-Q1,0.1256,0.0218,0.8526,0.1037,0.8308,0.8889,0.1111,4320,6.3319,0.1601,10.0695,1
CVS,2021-11-03,2021-Q3,0.1575,0.0384,0.804,0.1191,0.7656,0.8361,0.1639,4007,6.408,0.1685,-0.9222,1
FIS,2021-05-06,2021-Q1,0.118,0.0185,0.8635,0.0995,0.845,0.977,0.023,4846,6.1702,0.1362,1.6264,0
O,2022-05-05,2022-Q1,0.0737,0.0217,0.9046,0.052,0.8829,0.875,0.125,3692,6.088,0.2382,0.4438,0
HCA,2022-01-27,2021-Q4,0.0793,0.0257,0.895,0.0537,0.8693,0.825,0.175,3819,6.0325,0.2391,-1.331,0
ISRG,2021-01-21,2020-Q4,0.0684,0.0343,0.8973,0.0341,0.863,0.5306,0.4694,4286,6.2802,0.2689,,0
MA,2022-10-27,2022-Q3,0.0951,0.0237,0.8812,0.0714,0.8575,0.873,0.127,4428,6.175,0.2893,1.3945,1
COST,2021-12-09,2022-Q1,0.055,0.0362,0.9087,0.0188,0.8725,0.5769,0.4231,4459,5.4606,0.1921,-0.84,1
TER,2021-07-28,2021-Q2,0.0757,0.0266,0.8977,0.0491,0.8711,0.78,0.22,3868,5.9183,0.3206,-6.33,1
BAX,2021-02-04,2020-Q4,0.0682,0.0405,0.8912,0.0277,0.8507,0.6508,0.3492,4134,6.1408,0.2246,,0
FSLR,2022-03-01,2021-Q4,0.0861,0.0585,0.8554,0.0275,0.7969,0.675,0.325,5130,6.4918,0.5895,-5.8115,0
HAS,2021-10-26,2021-Q3,0.0792,0.0478,0.8729,0.0314,0.8251,0.8571,0.1429,3713,5.9577,0.27,-5.96,1
FTV,2020-02-06,2019-Q4,0.0989,0.0658,0.8353,0.0331,0.7695,0.7746,0.2254,4320,5.8116,0.1723,-4.7692,1
TSLA,2023-01-25,2022-Q4,0.0692,0.0256,0.9052,0.0435,0.8796,0.7241,0.2759,3814,5.7334,0.9445,-3.6927,1
PNR,2021-07-27,2021-Q2,0.0923,0.0216,0.8861,0.0708,0.8645,0.9811,0.0189,3753,5.9472,0.2078,0.4371,1
AMGN,2021-08-03,2021-Q2,0.0745,0.0262,0.8993,0.0484,0.8731,0.807,0.193,4514,6.3307,0.1216,-6.2148,0
MTD,2019-08-01,2019-Q2,0.0651,0.0307,0.9042,0.0343,0.8735,0.6981,0.3019,3551,6.0994,0.1992,,0
IBM,2022-10-19,2022-Q3,0.0936,0.0229,0.8834,0.0707,0.8605,0.8939,0.1061,4242,6.128,0.2774,-8.3405,1
YUM,2022-08-03,2022-Q2,0.1385,0.0284,0.8332,0.1101,0.8048,0.8393,0.1607,3585,6.1838,0.1746,-4.8894,0
PODD,2021-02-23,2020-Q4,0.1019,0.0197,0.8784,0.0822,0.8587,0.9623,0.0377,4506,6.2304,0.453,18.2248,1
CCL,2022-09-30,2022-Q3,0.0829,0.0324,0.8847,0.0505,0.8523,0.7872,0.2128,3534,5.957,0.5507,-7.3145,0
